"subjectID","NEOFFI01","NEOFFI02","NEOFFI03","NEOFFI04","NEOFFI05","NEOFFI06","NEOFFI07","NEOFFI08","NEOFFI09","NEOFFI10","NEOFFI11","NEOFFI12","NEOFFI13","NEOFFI14","NEOFFI15","NEOFFI16","NEOFFI17","NEOFFI18","NEOFFI19","NEOFFI20","NEOFFI21","NEOFFI22","NEOFFI23","NEOFFI24","NEOFFI25","NEOFFI26","NEOFFI27","NEOFFI28","NEOFFI29","NEOFFI30","NEOFFI31","NEOFFI32","NEOFFI33","NEOFFI34","NEOFFI35","NEOFFI36","NEOFFI37","NEOFFI38","NEOFFI39","NEOFFI40","NEOFFI41","NEOFFI42","NEOFFI43","NEOFFI44","NEOFFI45","NEOFFI46","NEOFFI47","NEOFFI48","NEOFFI49","NEOFFI50","NEOFFI51","NEOFFI52","NEOFFI53","NEOFFI54","NEOFFI55","NEOFFI56","NEOFFI57","NEOFFI58","NEOFFI59","NEOFFI60","NEOFFI61","NEOFFI62","NEOFFI63","NEOFFI64","NEOFFI65","NEOFFI66","PID5BF01","PID5BF02","PID5BF03","PID5BF04","PID5BF05","PID5BF06","PID5BF07","PID5BF08","PID5BF09","PID5BF10","PID5BF11","PID5BF12","PID5BF13","PID5BF14","PID5BF15","PID5BF16","PID5BF17","PID5BF18","PID5BF19","PID5BF20","PID5BF21","PID5BF22","PID5BF23","PID5BF24","PID5BF25","PID5BF26","PID5BF27","PID5BF28","PID5BF29","PID5BF30","PID5BF31","PID5BF32","PID5BF33","PID5BF34","PID5BF35","PID5BF36","NEOneuro","NEOextra","NEOoff","NEOvertr","NEOgew","PIDNegativeAffect","PIDDetachment","PIDAntagonism","PIDDisinhibition","PIDPsychoticism","PIDAnankastia","Sex","Age","Edu","Occupation"
"12HFG",4,2,3,3,3,1,2,3,4,4,1,2,4,3,2,3,3,4,3,3,1,1,4,2,1,3,2,3,4,3,1,2,3,3,3,2,2,4,3,4,0,3,3,2,3,3,2,3,4,3,1,4,4,3,4,1,1,2,4,3,1,2,3,3,3,3,1,0,0,2,3,2,0,0,2,0,2,1,2,0,1,2,1,0,0,0,0,1,1,2,1,1,0,0,2,1,1,0,0,1,1,1,24,29,40,44,39,5,3,1,3,10,7,0,23,"master","0"
"12IMG",4,4,2,4,4,1,4,4,2,3,0,4,4,3,2,0,4,4,4,3,0,3,4,4,2,0,3,4,4,3,3,4,4,4,2,1,4,4,4,3,0,4,4,4,3,0,3,4,3,2,0,4,4,2,4,1,3,2,4,0,2,2,3,0,4,2,2,2,2,1,1,0,0,0,1,0,2,1,1,2,0,0,0,0,2,0,0,0,1,0,0,0,0,0,2,0,0,0,1,0,0,0,10,48,44,48,34,5,1,4,4,6,1,0.5,25,"abitur","2"
"12ISC",2,3,1,3,3,2,3,3,3,3,1,4,2,1,2,0,4,2,2,3,0,2,3,1,2,1,3,3,1,2,0,1,0,3,3,3,4,3,4,4,2,4,2,1,1,0,0,1,3,2,2,3,3,2,4,2,2,3,1,2,1,3,3,1,4,2,1,2,1,0,2,1,1,1,0,0,0,2,0,0,0,0,0,1,0,0,0,0,3,2,1,1,1,0,0,0,0,0,1,0,0,1,16,37,26,31,34,3,0,4,3,5,7,-0.5,22,"abitur","1"
"12Inv",1,3,3,2,1,3,1,3,3,3,1,1,2,1,3,3,2,2,1,3,1,2,1,0,3,4,2,3,1,1,1,1,2,3,2,1,1,3,1,3,1,1,1,1,3,2,1,1,1,3,3,2,3,1,1,3,2,1,0,2,0,0,1,3,1,1,0,3,1,2,1,1,1,1,1,2,3,2,1,1,1,3,0,0,1,2,1,1,2,1,1,2,1,3,1,0,0,1,2,2,1,0,27,20,25,16,29,4,8,10,7,8,4,-0.5,26,"abitur","0"
"12KKU",3,1,3,3,2,3,3,2,3,1,2,2,3,3,1,3,1,2,3,3,3,2,3,2,0,2,1,3,3,1,1,1,3,2,2,3,3,3,3,3,1,1,3,3,1,2,3,3,3,3,3,3,3,3,2,3,1,2,3,3,2,2,1,3,2,3,2,1,1,2,1,2,2,1,2,2,1,2,1,1,3,0,1,1,2,1,1,3,1,1,1,1,1,1,1,1,1,1,2,1,1,1,32,24,33,41,23,9,8,6,10,6,8,0.5,27,"master","5"
"12LOL",1,1,2,4,2,1,2,4,4,1,0,1,2,3,3,3,2,3,3,3,1,1,4,1,0,3,2,1,3,0,2,0,3,3,1,0,1,3,3,2,4,1,3,2,1,4,0,4,4,1,3,1,2,3,0,2,1,4,4,2,3,1,0,3,1,3,0,0,1,2,2,2,2,1,1,2,1,2,3,2,1,1,0,2,0,0,2,1,0,1,2,1,2,3,1,0,0,1,2,2,0,0,27,14,35,44,16,7,8,5,9,4,7,-0.5,20,"abitur","0"
"12MAB",1,2,1,4,3,1,3,1,4,3,1,3,2,4,3,1,2,2,3,3,1,2,0,2,2,0,3,3,3,1,1,1,2,3,3,1,3,4,3,4,1,3,1,1,3,1,1,1,4,3,1,2,2,2,4,3,2,1,4,2,3,1,3,1,1,3,0,1,1,1,1,0,1,0,0,1,0,1,1,0,1,0,0,1,0,0,0,1,0,2,0,1,1,2,1,0,0,0,1,0,0,1,14,28,20,44,37,2,5,2,4,2,5,-0.5,25,"bachelor","0"
"12MAJ",3,2,3,4,1,0,3,4,4,1,1,4,4,3,1,1,4,3,3,3,1,2,3,3,1,1,1,4,1,0,1,1,3,4,1,2,4,4,3,3,1,4,4,2,1,0,1,4,4,1,2,1,4,3,3,1,2,4,3,1,1,3,1,1,4,3,1,2,1,1,3,1,1,1,2,0,2,2,1,0,2,1,2,1,1,2,1,1,2,1,0,2,2,0,2,1,0,0,2,1,1,0,15,33,44,44,18,4,2,7,10,12,6,-0.5,21,"abitur","0"
"12MEN",3,1,2,3,1,1,3,3,3,1,3,2,3,3,2,3,3,3,2,2,1,1,3,3,3,1,3,2,4,2,3,3,4,3,4,1,2,3,3,3,0,3,3,3,3,3,2,3,3,3,1,4,3,1,3,2,2,3,3,3,3,4,1,1,3,3,2,1,1,1,2,1,1,1,1,0,1,1,1,0,1,1,1,2,2,0,2,1,1,2,1,1,1,1,1,0,0,0,1,2,1,0,23,32,35,44,31,7,3,3,7,7,6,0.5,25,"bachelor","3"
"12MSJ",3,4,2,3,1,3,3,3,3,0,2,3,1,2,2,1,3,2,3,3,2,2,1,2,2,2,3,3,2,1,3,3,2,2,2,3,3,2,3,2,3,3,1,2,1,1,3,2,3,3,2,3,2,2,1,3,2,2,3,2,1,3,1,3,3,2,2,1,2,0,2,1,2,2,2,0,1,2,1,1,3,1,1,1,2,1,1,0,1,1,2,2,1,0,1,0,1,1,2,0,1,1,31,38,23,36,21,10,0,8,11,7,6,0.5,25,"bachelor","2"
"12SCH",3,2,3,4,4,2,3,3,4,4,3,3,4,4,3,3,3,1,4,4,3,0,4,4,3,4,1,3,3,4,3,0,4,3,3,1,3,4,4,3,3,3,3,1,3,3,2,4,4,3,1,2,4,4,4,3,2,3,4,4,3,3,1,4,4,1,3,2,0,1,2,2,3,0,0,0,2,1,2,1,0,0,1,3,3,0,0,1,1,1,3,1,0,0,0,2,1,1,1,0,0,1,36,28,40,50,43,15,2,5,1,6,10,0.5,23,"abitur","0"
"12SCM",0,3,4,4,3,0,4,4,4,4,4,4,3,2,4,4,4,4,2,4,4,3,2,1,2,3,1,1,0,3,4,2,3,4,4,2,3,3,1,3,1,2,0,2,1,3,3,4,3,3,2,3,3,4,4,4,0,3,1,3,0,2,1,1,3,4,0,1,0,0,1,0,2,2,1,1,0,0,0,0,0,0,0,0,1,2,0,0,0,0,2,2,1,1,1,0,0,2,0,0,0,0,32,35,34,34,39,5,2,9,2,2,0,0.5,18,"abitur","1"
"12SKW",3,4,4,4,2,0,4,4,1,3,1,4,0,4,4,3,4,3,4,4,1,4,1,1,2,3,3,1,3,1,3,1,3,3,3,3,3,3,3,3,3,1,1,1,3,1,2,3,2,3,3,1,3,1,3,3,3,3,3,1,1,2,2,3,2,1,1,1,1,1,0,0,2,1,2,1,1,1,2,1,2,1,0,1,2,1,0,0,0,0,2,0,2,0,0,0,0,0,3,1,0,0,30,36,29,34,34,9,2,4,10,1,2,0.5,19,"abitur","0"
"12ZSM",1,3,1,3,3,1,3,3,3,2,1,2,3,2,2,1,3,3,3,3,1,2,3,2,2,1,1,3,2,1,1,2,3,3,2,2,3,3,2,3,2,2,3,2,3,1,2,3,3,3,1,2,3,2,3,3,2,3,2,3,1,1,2,1,2,3,1,2,1,2,2,2,2,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,17,29,34,34,32,7,5,8,6,7,8,-0.5,34,"bachelor","0"
"13BKS",3,2,1,4,4,1,2,1,4,4,3,2,2,3,3,3,3,3,3,4,3,2,1,2,3,0,3,2,1,3,1,1,3,3,4,3,2,3,3,4,1,1,1,2,4,3,2,2,4,4,1,2,2,2,4,3,1,1,3,4,1,2,4,0,3,2,2,1,0,1,2,3,3,3,1,1,1,2,2,1,1,0,0,3,2,0,0,0,1,2,2,2,1,1,1,2,0,1,1,0,1,2,25,26,22,39,49,11,3,8,4,6,14,0.5,21,"abitur","0"
"13BMI",2,4,2,4,4,3,3,4,3,0,3,1,4,1,1,3,4,2,4,3,3,3,1,3,2,3,3,3,4,1,1,1,4,4,3,3,3,4,4,4,1,3,3,3,3,3,3,4,4,4,1,3,3,3,4,4,3,4,4,3,0,3,4,3,3,1,2,0,0,0,3,2,2,2,1,0,0,2,1,2,0,0,0,2,2,0,0,0,2,1,1,1,1,1,1,2,0,0,2,0,0,2,33,37,38,45,36,8,1,5,4,6,11,-0.5,23,"bachelor","3"
"13BUM",2,4,3,4,0,1,3,4,4,0,3,4,4,2,1,3,4,2,3,4,3,4,4,2,3,1,4,3,1,0,4,2,4,2,3,3,4,4,4,4,1,3,3,4,4,3,1,1,3,2,3,0,4,1,4,0,4,0,4,3,1,0,1,1,3,1,2,1,0,0,3,0,3,1,0,1,0,1,0,1,2,0,0,1,3,0,0,0,1,2,3,0,0,0,2,0,2,1,3,0,0,0,28,40,36,36,29,13,1,4,5,6,4,0.5,21,"abitur","0"
"13EVA",3,1,1,4,4,2,3,3,3,3,1,1,3,2,4,1,3,3,3,4,3,1,3,1,3,1,1,1,3,2,3,1,3,3,3,1,2,1,3,3,3,1,3,1,3,1,1,3,3,3,1,2,2,3,4,3,2,3,3,2,1,2,4,3,3,3,2,1,1,2,2,1,2,1,1,1,1,2,1,0,1,1,0,1,2,0,0,1,1,2,1,0,1,2,1,1,0,1,1,0,0,2,26,22,29,38,42,8,6,3,5,5,9,-0.5,23,"abitur","0"
"13HAS",0,3,2,4,3,1,3,4,3,3,1,3,3,2,4,2,3,3,3,3,1,1,2,2,3,1,2,3,3,2,3,2,2,3,4,1,3,3,2,3,0,4,4,0,1,1,3,4,3,4,1,3,4,2,3,1,4,4,4,4,3,3,3,1,3,1,0,2,0,1,2,3,1,1,1,0,1,1,1,0,1,0,0,2,1,0,1,1,1,2,0,0,1,0,1,0,0,1,1,0,2,1,14,37,38,38,40,3,2,4,5,7,9,-0.5,22,"abitur","0"
"13IBG",0,3,2,4,3,1,4,4,4,3,0,4,3,3,2,2,3,4,2,4,0,3,4,3,2,4,2,4,3,1,2,2,4,4,3,1,4,4,4,4,0,3,4,2,1,3,1,4,4,3,0,3,4,2,3,3,3,4,4,4,2,1,3,4,3,4,3,2,0,1,3,1,2,0,3,0,0,0,1,0,1,0,0,3,1,0,0,1,3,0,1,0,0,0,2,0,0,0,1,0,1,0,20,38,45,46,36,8,2,2,5,9,4,0.5,21,"abitur","0"
"13ISE",1,1,3,3,2,4,2,3,2,0,2,2,1,4,2,4,1,0,3,3,4,0,2,2,1,4,2,1,1,0,4,2,1,2,3,3,2,4,1,4,4,2,3,2,4,4,4,4,2,3,4,2,3,0,0,4,2,4,0,2,0,4,0,4,0,0,2,3,0,2,3,2,3,1,2,0,3,1,2,0,3,0,2,1,3,3,0,1,3,2,3,3,2,0,2,0,0,0,3,0,2,0,46,22,29,26,24,13,3,10,10,15,6,0.5,18,"abitur","0"
"13KSJ",3,2,3,2,2,3,1,4,3,2,3,1,2,2,3,3,2,2,3,3,3,0,1,2,3,3,1,2,3,2,3,1,3,2,4,2,1,4,2,3,3,1,2,1,3,2,2,4,2,3,3,2,4,1,2,4,0,4,3,4,2,3,2,3,1,1,2,1,1,1,2,2,2,1,2,1,1,1,1,1,2,2,1,2,2,1,0,0,0,0,2,1,1,1,1,0,0,0,1,1,0,1,38,15,35,32,36,9,3,5,7,5,6,0.5,19,"abitur","0"
"13MBF",3,1,3,3,4,2,2,3,2,3,3,1,3,2,3,3,2,3,3,4,3,0,3,1,2,2,1,2,1,1,3,3,4,3,3,3,2,3,3,4,4,1,4,3,3,3,2,3,3,3,3,2,3,0,4,4,0,3,1,3,0,1,3,2,1,1,3,2,0,2,2,2,2,2,1,1,2,2,2,2,2,1,0,2,2,1,1,1,2,1,2,1,2,1,2,1,1,1,2,2,0,0,38,18,37,27,40,12,5,9,8,8,8,-0.5,23,"abitur","1"
"13MBM",1,3,4,4,4,1,2,4,1,0,3,4,3,4,4,1,4,4,3,4,1,3,2,4,4,0,2,1,4,3,1,3,4,4,4,2,4,4,4,4,2,3,2,3,1,1,3,0,4,4,1,4,3,2,4,1,0,4,1,3,2,1,4,0,4,1,3,3,0,1,3,3,2,2,1,0,0,3,2,2,2,0,0,2,2,1,0,0,0,2,2,1,1,0,1,2,0,0,2,0,0,3,15,39,35,42,43,11,1,9,6,4,15,0.5,25,"bachelor","2"
"13MBR",3,1,3,4,2,1,1,0,4,4,0,3,2,4,4,3,1,2,3,4,1,0,0,2,2,0,1,3,3,3,2,1,3,3,4,0,3,4,4,4,1,1,1,1,4,1,1,1,3,4,1,4,3,2,4,1,2,1,4,4,3,1,3,1,3,4,1,1,0,2,0,3,1,1,1,0,0,0,0,0,0,1,0,3,1,0,0,1,0,1,0,0,1,1,0,1,0,0,0,0,0,1,15,22,23,45,46,3,4,2,2,0,9,0.5,23,"abitur","0"
"13MDF",2,3,3,3,2,4,4,4,1,1,4,2,1,3,4,3,3,3,2,3,4,1,2,1,1,4,2,1,1,1,3,0,1,3,2,3,3,4,4,3,4,2,1,2,1,3,3,2,3,2,4,3,2,2,1,4,0,3,2,2,1,2,1,4,2,1,2,1,2,0,1,1,3,1,3,2,0,0,2,1,3,0,1,0,2,0,2,0,0,0,3,1,2,1,0,0,0,0,3,0,0,0,46,28,27,31,24,12,3,4,15,2,1,0.5,26,"abitur","5"
"13MGV",4,4,3,3,2,2,4,4,3,2,1,3,4,4,1,2,3,3,4,2,1,1,2,1,1,2,3,2,3,1,1,2,3,3,1,1,3,3,3,4,2,3,3,3,3,2,2,4,4,2,1,3,3,3,3,3,2,3,3,1,2,4,2,3,3,1,2,1,2,0,1,0,0,0,2,1,2,0,2,0,2,1,0,0,2,1,0,0,0,1,1,2,2,0,0,0,0,0,3,1,2,0,25,36,37,44,25,7,1,4,11,5,1,0.5,22,"abitur","0"
"13MKA",3,2,2,4,2,3,3,0,2,2,4,3,2,3,3,3,3,1,3,3,3,1,2,3,3,3,2,1,1,2,3,0,2,2,2,3,2,3,3,3,3,2,1,2,3,3,4,1,3,3,4,2,2,3,2,4,3,2,3,2,1,2,3,4,1,1,2,1,1,1,3,2,3,1,1,1,1,2,2,1,1,0,1,2,3,1,1,0,1,2,3,1,1,1,0,1,2,1,2,1,1,1,43,28,19,36,33,15,3,6,7,7,10,0.5,34,"bachelor","3"
"13MSH",3,3,1,4,3,2,3,3,3,2,1,2,1,3,3,1,3,2,4,4,1,1,1,2,2,1,3,1,3,1,1,1,1,3,3,1,3,1,3,3,1,3,1,3,3,1,2,3,3,3,1,2,3,3,3,2,3,3,3,3,2,1,3,1,3,2,0,1,0,1,1,2,1,1,1,0,1,2,1,1,1,2,1,2,0,1,0,0,1,2,1,0,1,2,1,2,2,0,3,1,0,2,17,32,21,42,36,5,3,4,6,5,12,-0.5,23,"abitur","0"
"13NBM",3,1,4,3,3,3,2,4,1,3,4,1,3,3,3,3,2,3,3,3,3,1,4,2,3,3,1,1,2,3,3,2,4,3,3,3,2,3,3,2,1,3,3,3,1,3,2,3,3,3,2,3,3,3,3,3,1,3,3,3,2,3,3,3,1,2,2,1,1,2,2,2,2,2,1,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,2,1,1,1,0,1,1,1,1,1,37,22,38,39,36,9,5,7,7,7,8,0.5,26,"bachelor","0"
"13NCB",3,2,3,3,4,2,3,4,3,3,4,2,3,3,3,4,3,2,1,3,3,0,4,2,3,4,1,3,3,2,1,1,3,3,2,1,3,4,3,4,1,1,4,2,3,4,1,4,3,3,3,2,4,2,4,2,2,4,3,2,3,4,3,3,1,3,2,2,1,1,3,1,2,0,1,1,2,1,2,0,2,2,0,2,1,0,0,0,1,1,1,0,1,1,1,0,0,1,1,1,0,0,35,22,42,41,39,8,3,3,6,7,5,0.5,20,"abitur","0"
"13NDA",0,1,1,4,2,3,2,4,3,0,3,3,4,4,4,3,3,2,4,3,4,1,2,1,0,4,2,1,2,1,3,0,4,3,2,3,2,4,4,3,3,1,3,2,2,4,1,3,4,1,1,2,2,3,1,3,1,3,4,3,1,2,2,4,0,2,3,0,0,2,2,3,3,1,1,1,0,3,3,0,3,1,1,2,3,0,1,1,1,2,3,1,1,0,3,2,0,0,3,1,0,2,38,19,33,43,24,15,4,2,9,7,14,0.5,20,"abitur","0"
"13NOJ",1,2,1,4,4,3,3,2,3,0,1,3,3,3,3,4,3,3,4,2,1,0,1,2,1,4,2,4,1,2,1,1,3,2,1,3,2,3,1,4,1,3,0,1,4,3,0,3,3,2,2,1,2,1,4,4,3,2,4,3,1,3,4,4,3,3,1,2,0,0,2,1,2,0,1,0,1,1,3,0,2,0,0,1,2,0,0,1,1,2,2,2,2,2,2,2,1,0,3,0,3,0,32,26,27,36,34,11,3,4,8,9,7,-0.5,19,"abitur","0"
"13NSB",1,3,1,2,2,1,2,1,3,2,1,3,1,3,3,2,2,3,1,3,2,2,1,3,4,1,2,0,4,2,1,2,3,2,3,1,3,3,1,3,1,3,1,3,1,1,1,2,2,3,1,3,3,1,3,3,3,3,3,3,3,0,2,1,3,3,1,1,1,1,2,1,1,2,2,0,1,1,2,1,1,0,0,2,1,1,1,1,0,1,0,0,2,1,2,0,1,0,1,0,0,1,17,32,22,34,34,6,3,5,8,5,6,0.5,25,"master","2"
"13RKH",1,2,1,4,2,1,4,3,4,4,1,3,1,4,4,2,3,3,4,4,1,0,1,3,3,1,3,2,3,2,1,1,3,4,4,3,4,2,4,4,2,4,2,3,4,1,1,3,4,4,1,2,3,3,3,3,2,1,4,2,2,3,3,2,3,4,1,0,0,1,1,1,1,1,0,0,1,1,2,1,1,0,0,1,0,0,0,0,0,0,1,1,0,1,0,0,0,0,1,0,0,0,20,32,25,53,43,5,2,3,2,2,3,0.5,NA,"abitur","0"
"13RSU",3,2,1,3,3,3,2,2,4,3,3,3,1,4,3,3,3,3,3,4,2,1,1,3,3,2,3,3,1,2,2,1,3,3,3,2,3,3,3,3,1,3,1,3,3,2,3,3,3,3,2,3,2,3,3,1,2,2,3,3,3,1,3,3,3,2,3,0,1,1,1,2,1,1,1,2,1,1,2,1,1,0,0,2,2,1,1,1,0,2,1,1,1,1,1,1,2,1,2,0,0,1,29,32,25,42,39,11,5,5,7,3,9,0.5,20,"abitur","0"
"13SEP",1,3,1,4,3,3,4,4,4,4,1,3,2,4,4,2,3,3,2,4,1,3,0,3,3,1,0,1,3,3,1,3,3,4,3,1,3,4,4,4,0,4,0,3,4,2,1,4,3,3,0,4,4,3,4,3,4,4,3,3,3,3,1,2,3,3,0,2,0,0,2,1,0,2,0,1,1,2,1,0,1,3,0,2,0,0,0,0,1,1,0,2,2,0,0,0,0,0,2,3,2,1,18,38,30,49,43,1,1,6,5,6,7,0.5,22,"abitur","0"
"13SKA",2,0,4,4,2,3,4,2,3,2,0,4,4,4,3,2,3,4,2,3,3,0,1,2,2,2,2,3,3,1,3,1,2,3,2,2,3,4,3,4,3,2,0,1,4,2,2,4,4,2,3,2,4,3,1,4,1,4,4,3,1,0,1,2,3,3,0,0,0,3,0,2,2,0,0,1,0,2,2,0,0,0,0,2,0,0,0,1,0,0,2,0,1,0,0,0,0,0,3,0,0,0,31,27,36,40,30,6,5,0,4,0,6,0.5,25,"bachelor","0"
"13WAC",1,1,1,4,4,2,3,3,4,4,3,4,3,4,4,3,4,4,3,4,2,2,4,4,3,3,3,4,2,3,4,2,4,4,4,4,4,2,4,4,1,4,3,2,4,4,2,4,4,3,2,3,3,1,3,4,2,3,4,3,1,2,0,2,3,3,3,1,0,1,3,1,2,1,2,1,0,1,2,2,2,1,0,1,2,0,0,0,1,2,2,1,1,0,0,2,0,1,1,1,0,2,35,37,38,46,43,11,2,6,6,4,9,0.5,21,"abitur","0"
"13nsm",1,2,3,3,3,1,3,4,3,3,2,3,3,3,3,3,3,3,3,3,2,2,4,2,2,3,2,2,1,2,2,2,3,3,3,3,3,4,3,3,2,2,3,3,1,3,1,3,3,3,1,3,4,3,3,3,2,4,3,2,2,1,3,1,3,1,2,2,0,1,2,2,1,2,1,1,1,2,1,2,1,1,0,2,2,0,1,1,0,1,1,1,1,0,1,1,0,0,1,1,0,0,27,31,40,37,34,7,3,7,5,4,8,0.5,26,"bachelor","0"
"14BBR",3,4,1,4,3,2,4,0,3,1,4,4,3,4,2,4,4,4,3,4,3,1,1,2,4,3,2,3,3,0,4,1,3,3,4,2,4,2,4,4,0,4,1,2,4,3,3,2,4,4,3,3,3,4,3,4,0,2,3,3,0,2,2,3,3,2,3,1,0,0,2,3,3,1,2,1,0,2,3,2,2,0,0,3,3,0,2,0,2,1,3,0,1,1,2,0,0,0,1,0,0,0,38,37,25,43,38,15,2,4,8,6,9,0.5,23,"abitur","0"
"14BHG",3,3,1,3,4,3,3,3,3,3,3,3,3,3,4,3,3,2,3,4,3,1,2,3,3,1,3,1,3,3,3,2,4,3,3,3,3,3,3,4,1,3,3,3,4,3,2,3,3,3,2,3,2,3,4,3,1,2,4,3,1,3,4,1,3,1,1,0,0,1,3,2,2,0,0,0,0,2,1,2,2,2,1,2,1,0,0,0,2,2,1,0,0,0,1,1,0,0,2,1,1,1,32,33,29,42,46,6,1,2,4,8,10,0.5,36,"bachelor","0"
"14BIM",4,0,4,3,2,0,4,0,3,1,0,0,4,3,0,4,1,4,4,4,4,4,3,0,1,4,3,4,0,0,4,4,0,3,4,1,2,4,0,4,4,0,0,2,0,4,0,4,0,4,4,0,3,4,0,4,0,4,0,4,0,4,0,4,0,2,3,1,2,3,3,3,3,3,3,3,3,3,1,0,3,3,3,3,3,2,3,3,3,3,3,3,3,0,3,1,0,0,3,3,3,3,41,18,34,28,24,13,9,9,17,18,16,0.5,19,"abitur","1"
"14BRJ",2,1,3,2,3,3,3,3,3,3,4,3,4,3,3,3,2,2,2,3,4,1,2,2,2,3,0,2,3,1,3,3,4,3,3,2,3,2,3,3,3,3,4,1,1,3,1,4,4,3,2,2,3,4,3,4,1,3,3,2,1,2,2,1,3,3,3,0,1,2,2,1,3,1,2,1,1,1,2,1,3,3,1,2,3,0,0,2,1,1,2,2,2,1,2,0,0,0,2,3,1,1,37,26,36,39,32,13,6,4,10,8,6,0.5,19,"abitur","0"
"14CBR",0,1,2,3,3,4,4,0,3,3,4,4,2,4,2,1,3,4,3,4,3,0,1,1,1,4,1,1,3,2,3,1,4,3,2,3,4,4,2,4,4,1,1,3,4,3,1,1,3,2,4,3,2,3,4,3,0,1,4,1,3,1,3,4,4,3,0,1,0,2,1,0,2,0,0,2,1,0,0,0,1,3,0,0,0,1,0,1,0,0,0,0,1,1,0,0,0,0,2,2,0,0,40,27,23,42,35,2,6,2,4,2,0,0.5,22,"abitur","0"
"14GCS",2,2,1,2,2,1,2,1,1,2,2,2,2,2,3,2,3,2,3,2,2,2,2,1,3,3,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,2,3,1,4,3,4,1,3,3,1,2,1,2,3,2,1,2,2,1,3,2,2,2,2,2,2,2,2,2,1,2,2,2,2,2,1,1,2,2,2,1,0,1,1,2,3,2,2,1,2,1,27,30,22,28,30,12,5,11,8,12,11,-0.5,21,"abitur","1"
"14HAB",1,3,3,4,3,2,3,3,4,3,0,1,3,3,2,4,2,3,3,3,3,2,3,2,1,3,3,1,4,1,3,1,1,2,1,1,2,4,4,3,1,2,3,3,1,4,1,4,3,3,4,1,3,4,3,3,3,4,4,4,1,3,1,3,3,1,1,0,1,1,1,2,2,1,2,1,0,1,2,0,2,1,1,1,2,0,2,0,0,0,1,3,2,1,0,0,1,0,2,2,2,0,32,27,35,45,29,9,3,4,11,4,4,0.5,20,"abitur","0"
"14HEK",1,1,3,4,4,0,4,3,4,4,1,4,3,4,3,0,3,1,4,3,0,1,2,4,3,0,2,3,3,3,1,1,4,4,4,1,4,4,4,4,1,4,2,1,4,0,0,3,4,4,0,3,3,3,4,3,1,2,4,3,2,2,3,1,4,4,1,0,0,1,2,2,1,1,0,0,0,0,1,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,9,32,33,51,46,3,1,1,1,2,4,0.5,19,"abitur","0"
"14MAM",3,2,3,4,3,3,3,4,4,1,3,2,4,4,0,3,3,3,4,4,3,0,4,3,1,4,1,3,3,2,3,1,4,3,3,0,1,3,3,3,2,1,4,3,1,4,3,4,4,2,3,0,4,4,1,4,0,4,4,3,3,0,3,4,3,4,2,0,1,2,3,2,2,0,2,0,1,2,1,0,3,2,3,3,2,0,2,1,2,2,2,0,2,1,2,1,0,0,3,0,2,0,39,20,44,50,27,9,4,0,13,13,10,0.5,20,"abitur","0"
"14MCT",1,4,2,4,4,3,4,2,4,4,3,3,3,4,3,3,4,2,4,4,2,3,2,4,4,3,4,3,4,2,1,3,4,3,2,0,4,2,4,4,2,4,3,4,3,3,2,3,4,3,1,4,2,4,4,1,3,2,3,1,4,3,3,2,3,4,2,1,0,0,1,0,2,0,1,1,0,0,2,0,0,1,0,1,2,0,0,0,0,0,1,0,1,0,0,0,2,0,1,0,0,2,25,45,30,57,41,11,1,1,3,1,3,0.5,21,"abitur","0"
"14MKM",0,1,1,3,3,2,3,3,2,4,4,4,3,3,3,3,3,4,4,4,4,1,1,3,3,3,3,4,4,4,4,4,4,2,4,1,3,4,3,4,4,3,3,3,4,2,2,4,4,3,4,3,4,2,3,4,4,4,4,3,1,3,4,3,1,0,2,0,0,0,2,1,3,2,1,0,1,2,2,0,2,0,0,3,3,0,0,1,2,2,3,0,0,0,1,0,0,0,2,1,3,2,38,35,39,41,46,13,1,2,5,9,10,0.5,22,"abitur","0"
"14NHA",2,3,3,3,4,2,3,0,3,3,1,3,2,4,3,4,3,2,2,3,2,2,0,2,4,0,2,3,2,3,1,4,2,3,4,1,2,3,2,3,1,2,0,2,4,1,4,2,3,3,1,4,4,1,4,2,2,0,2,3,2,2,4,2,2,2,1,2,0,1,1,2,2,1,2,0,0,2,2,2,2,1,1,3,1,1,0,0,0,2,1,2,2,0,1,1,0,1,1,2,1,2,20,36,21,35,45,7,1,9,7,4,12,0.5,18,"abitur","0"
"14PNG",3,3,2,3,4,3,3,3,2,1,3,1,3,2,2,3,3,4,3,3,1,3,3,2,3,4,1,4,1,1,3,1,3,3,2,4,1,4,2,3,4,1,3,1,1,4,3,4,3,1,3,1,3,1,4,4,3,1,1,3,1,2,3,4,3,1,2,2,1,2,1,2,2,1,0,0,0,2,3,1,2,1,1,2,3,1,1,0,1,0,3,0,2,0,0,3,1,1,2,0,0,2,43,27,37,28,31,14,2,6,8,3,11,0.5,23,"abitur","1"
