"subjectID","NEOFFI01","NEOFFI02","NEOFFI03","NEOFFI04","NEOFFI05","NEOFFI06","NEOFFI07","NEOFFI08","NEOFFI09","NEOFFI10","NEOFFI11","NEOFFI12","NEOFFI13","NEOFFI14","NEOFFI15","NEOFFI16","NEOFFI17","NEOFFI18","NEOFFI19","NEOFFI20","NEOFFI21","NEOFFI22","NEOFFI23","NEOFFI24","NEOFFI25","NEOFFI26","NEOFFI27","NEOFFI28","NEOFFI29","NEOFFI30","NEOFFI31","NEOFFI32","NEOFFI33","NEOFFI34","NEOFFI35","NEOFFI36","NEOFFI37","NEOFFI38","NEOFFI39","NEOFFI40","NEOFFI41","NEOFFI42","NEOFFI43","NEOFFI44","NEOFFI45","NEOFFI46","NEOFFI47","NEOFFI48","NEOFFI49","NEOFFI50","NEOFFI51","NEOFFI52","NEOFFI53","NEOFFI54","NEOFFI55","NEOFFI56","NEOFFI57","NEOFFI58","NEOFFI59","NEOFFI60","NEOFFI61","NEOFFI62","NEOFFI63","NEOFFI64","NEOFFI65","NEOFFI66","PID5BF01","PID5BF02","PID5BF03","PID5BF04","PID5BF05","PID5BF06","PID5BF07","PID5BF08","PID5BF09","PID5BF10","PID5BF11","PID5BF12","PID5BF13","PID5BF14","PID5BF15","PID5BF16","PID5BF17","PID5BF18","PID5BF19","PID5BF20","PID5BF21","PID5BF22","PID5BF23","PID5BF24","PID5BF25","PID5BF26","PID5BF27","PID5BF28","PID5BF29","PID5BF30","PID5BF31","PID5BF32","PID5BF33","PID5BF34","PID5BF35","PID5BF36","NEOneuro","NEOextra","NEOoff","NEOvertr","NEOgew","PIDNegativeAffect","PIDDetachment","PIDAntagonism","PIDDisinhibition","PIDPsychoticism","PIDAnankastia","Sex","Age","Edu","Occupation"
"14SAR",2,3,2,4,2,2,4,3,3,2,3,4,3,4,3,2,4,3,4,3,2,2,2,3,3,2,3,3,3,1,3,2,3,4,3,2,4,2,2,3,2,3,1,2,2,2,2,3,3,3,2,3,3,3,2,3,3,3,4,3,2,2,2,3,3,1,2,1,1,2,2,1,2,2,1,1,3,2,2,1,1,0,0,2,3,0,1,1,1,2,1,1,1,1,2,2,0,1,2,0,0,2,30,40,31,44,32,10,5,6,7,8,11,0.5,25,"bachelor","3"
"14SCM",1,2,3,3,2,1,1,3,3,3,4,1,2,3,4,4,2,1,4,3,4,1,1,2,4,3,1,2,2,3,3,1,3,1,4,2,1,3,1,4,1,0,0,3,3,4,2,3,3,3,3,3,3,3,4,4,2,1,4,4,1,3,4,4,1,3,2,0,0,2,1,3,3,1,1,0,0,2,3,1,1,1,0,3,3,0,0,1,0,2,3,1,0,1,1,3,2,0,1,0,0,2,38,18,25,39,45,16,4,3,3,2,15,0.5,22,"bachelor","2"
"14SDF",3,2,3,2,2,2,4,2,3,1,1,3,1,2,1,3,2,1,3,3,3,3,1,2,1,1,3,2,1,1,2,3,3,3,2,2,3,2,1,2,2,3,1,1,1,1,1,3,1,2,1,2,2,1,3,2,3,2,1,2,0,1,1,3,3,2,2,3,1,1,2,1,1,2,3,2,1,1,1,1,2,2,2,1,1,2,1,1,1,2,1,2,1,1,1,1,0,0,3,3,0,0,26,35,23,24,22,6,5,10,11,7,6,0.5,20,"abitur","0"
"14SMT",1,2,1,3,3,1,3,3,3,4,2,4,3,3,3,2,3,2,3,4,2,2,3,3,3,1,1,4,3,2,2,3,3,3,3,2,3,3,3,3,1,4,3,4,1,1,3,4,3,3,1,3,4,1,4,3,2,3,4,2,1,3,1,2,3,1,1,2,1,1,2,1,2,1,2,0,2,3,1,2,1,0,0,2,2,0,0,0,3,0,0,1,1,1,0,0,0,1,2,1,0,0,21,36,36,41,36,6,2,7,7,7,6,0.5,21,"abitur","0"
"14UTA",3,1,2,3,1,2,2,3,3,2,1,3,2,3,2,1,2,2,3,3,1,1,1,1,3,2,1,1,2,1,3,1,3,2,3,1,2,3,3,4,1,2,0,3,4,2,2,2,3,3,1,4,3,2,1,4,2,3,3,3,0,3,1,3,3,1,2,1,0,2,1,2,2,1,2,1,1,1,2,0,1,0,0,2,3,0,1,2,1,1,2,1,2,1,1,0,1,1,1,2,2,2,25,26,25,35,31,12,6,4,7,6,8,0.5,20,"abitur","0"
"14VAH",2,3,2,4,3,1,4,2,4,3,1,4,2,4,1,3,4,3,3,3,1,1,1,3,3,1,3,2,4,2,3,3,3,4,3,1,4,3,4,3,1,4,1,3,4,1,1,1,4,3,3,4,3,3,4,1,3,0,4,1,3,3,3,3,3,4,1,0,0,0,1,1,2,1,1,1,0,1,1,2,2,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,1,0,2,0,0,0,22,41,23,54,36,7,1,3,5,1,3,0.5,24,"bachelor","0"
"14WAB",1,1,3,3,3,3,3,2,3,4,1,3,1,3,1,3,3,3,3,4,2,0,1,3,3,1,1,1,3,2,2,1,3,2,4,1,2,4,4,4,1,2,1,2,3,2,1,3,3,4,1,2,3,2,4,3,1,3,3,3,2,1,3,3,3,1,1,2,0,1,1,2,2,1,0,0,0,1,2,0,0,0,0,2,0,0,0,1,1,1,1,1,0,1,0,1,0,0,1,0,0,1,24,23,28,38,42,6,3,4,1,2,8,0.5,24,"bachelor","1"
"14hit",3,2,1,3,4,2,1,3,3,3,1,2,3,3,3,1,1,1,1,3,2,1,3,3,2,1,2,3,1,1,2,1,3,3,3,1,3,1,3,3,1,1,1,3,2,2,1,4,3,2,4,3,3,0,3,3,3,1,3,2,0,3,4,2,3,3,2,0,1,1,2,2,2,1,0,1,0,1,1,1,2,0,0,1,1,0,1,0,0,0,1,1,1,1,0,2,0,2,2,2,2,2,25,24,27,35,35,7,3,5,7,4,8,0.5,22,"abitur","0"
"15BAM",3,3,3,4,3,1,4,4,4,4,3,4,2,3,3,2,3,3,3,3,2,0,2,3,3,2,3,3,1,3,3,2,4,3,3,2,3,2,3,4,2,4,3,4,2,3,0,3,4,3,1,2,3,3,3,3,2,2,4,1,1,3,3,3,3,3,2,0,1,2,2,1,3,0,0,0,0,1,2,0,0,0,0,1,3,0,0,0,1,1,3,0,0,0,0,1,1,0,1,1,0,0,30,33,34,46,38,14,2,0,2,3,5,0.5,21,"abitur","0"
"15BRA",3,2,4,3,2,2,1,3,2,1,2,1,3,3,2,3,3,2,3,3,3,1,4,2,0,3,1,3,1,0,1,1,3,2,2,2,1,3,1,3,3,1,3,2,1,2,1,3,3,3,3,1,2,3,1,3,3,1,2,3,1,2,2,3,1,3,0,1,1,3,2,2,1,2,1,2,0,0,2,2,1,2,1,2,0,2,1,1,2,1,1,2,2,2,2,1,0,0,1,3,0,0,33,18,34,33,23,4,8,9,7,7,6,0.5,19,"abitur",NA
"15DJG",3,3,3,4,4,1,3,4,4,2,2,1,2,4,2,1,3,3,4,4,2,0,2,4,3,3,3,1,4,0,3,1,3,3,3,1,3,2,4,4,3,2,2,2,4,2,1,3,4,2,1,3,3,2,3,3,3,2,4,2,1,3,1,3,2,3,2,0,0,1,1,1,2,0,2,1,0,1,2,2,0,0,0,1,3,0,0,0,0,0,2,0,0,1,0,0,0,0,2,0,0,0,28,28,30,50,34,11,3,2,4,1,3,0.5,22,"abitur","0"
"15GRK",0,3,2,2,1,3,3,3,3,4,0,4,4,3,3,2,3,3,4,3,1,0,2,4,3,3,1,3,4,3,1,1,3,2,3,1,4,4,3,2,2,3,4,3,1,1,1,3,3,3,1,3,2,1,1,3,0,3,4,0,3,4,0,3,1,1,0,0,3,2,1,0,1,1,1,0,1,0,1,2,1,2,0,0,0,0,1,0,0,0,1,3,1,0,0,0,0,0,1,2,1,0,21,27,36,44,27,3,2,6,8,3,0,0.5,23,"abitur","0"
"15GSM",1,3,2,4,2,1,3,3,3,2,1,3,2,4,2,2,3,2,3,2,2,1,1,2,2,1,1,3,3,1,2,1,2,3,2,1,3,4,4,3,1,1,2,2,2,2,3,3,4,2,1,3,2,3,3,1,3,2,4,1,1,3,2,2,2,1,1,1,1,1,0,0,2,0,1,0,1,1,0,0,1,0,0,2,1,1,0,0,1,1,2,1,2,0,1,0,0,0,2,0,0,0,18,30,28,44,26,6,1,3,7,3,4,-0.5,20,"abitur","1"
"15LEH",1,1,2,4,4,3,3,1,3,4,1,3,2,3,3,4,2,3,4,4,2,1,3,4,3,3,1,3,2,3,3,1,3,3,4,4,3,4,4,4,2,3,1,3,3,3,3,4,4,4,2,3,4,3,3,4,0,2,4,1,1,4,3,3,3,1,2,0,0,2,0,0,3,1,0,0,0,0,2,0,0,0,0,1,2,0,0,0,0,0,1,0,0,1,0,0,0,0,0,1,1,0,35,27,32,47,43,10,3,1,0,1,1,0.5,19,"abitur","0"
"15LPP",1,3,1,4,4,1,3,3,4,4,2,4,1,3,4,0,3,2,4,4,0,2,0,2,3,0,1,4,3,2,1,0,1,3,3,0,4,4,3,4,0,4,1,2,3,1,1,3,3,3,0,4,3,4,4,0,3,1,3,3,3,2,3,0,4,4,0,1,0,1,2,2,0,0,0,0,0,1,0,0,1,1,0,2,0,0,0,1,0,1,0,0,0,0,0,2,0,0,1,0,0,1,6,36,24,47,44,0,2,1,2,2,9,-0.5,25,"bachelor","3"
"15MBR",3,3,3,4,2,3,3,4,3,3,3,3,1,4,1,1,4,4,4,2,4,2,1,3,1,0,2,3,2,2,3,1,4,3,1,3,3,4,4,3,2,3,3,3,2,2,3,2,4,2,1,2,1,1,3,4,1,3,4,1,2,3,2,2,2,1,2,0,1,0,1,0,2,0,2,1,1,0,0,1,1,0,0,0,1,0,0,0,2,1,2,1,2,1,0,0,0,0,2,1,1,0,31,32,33,45,25,7,2,2,8,5,1,0.5,19,"abitur","0"
"15MFJ",4,4,3,4,4,3,3,4,3,4,3,2,3,1,3,2,4,2,1,4,1,3,1,0,4,1,1,1,2,3,3,2,3,4,2,1,2,2,3,3,2,2,3,1,1,2,1,3,4,4,3,1,4,3,4,1,0,4,2,4,2,2,4,2,3,1,1,2,0,1,1,2,2,1,0,1,1,1,1,0,2,1,0,3,1,0,0,0,1,1,2,1,1,1,1,0,1,0,1,1,0,0,28,28,33,33,44,8,3,4,4,4,7,0.5,20,"abitur","0"
"15MMG",3,3,2,4,3,3,4,3,3,3,2,3,3,2,2,1,3,2,3,4,1,2,3,3,3,3,1,3,3,2,1,1,4,3,3,1,3,2,2,4,1,3,3,2,3,1,3,4,4,3,2,1,3,1,3,3,3,3,1,2,0,1,3,3,3,1,1,1,1,2,2,2,1,2,1,0,1,2,2,1,2,2,1,2,2,1,0,0,1,0,0,0,2,1,2,1,0,0,2,1,1,0,25,33,35,33,38,6,3,5,8,8,7,0.5,19,"abitur","0"
"15MMM",2,3,3,4,2,0,3,4,3,1,3,2,3,1,3,3,4,4,1,4,3,3,2,1,0,3,2,1,1,1,3,2,3,2,2,3,3,4,1,1,0,3,2,2,1,3,3,4,3,3,3,3,3,2,3,3,3,3,1,4,0,2,2,2,1,3,2,1,1,2,2,3,2,1,1,1,2,3,2,2,3,2,1,2,1,1,2,0,2,2,2,2,1,1,2,1,1,2,3,2,2,1,31,35,36,27,27,10,4,9,11,11,12,-0.5,21,"abitur","0"
"15SMG",1,2,4,4,2,3,3,4,2,1,3,2,4,3,3,3,4,1,4,3,4,3,0,1,1,4,2,4,0,0,3,2,3,2,1,4,3,4,3,2,3,4,2,1,1,3,3,4,4,1,4,2,3,4,1,3,2,2,3,3,0,4,1,3,3,3,2,1,1,1,2,3,2,2,0,1,1,1,2,1,1,1,1,3,1,0,1,1,3,1,2,1,3,1,1,1,0,0,3,1,0,0,41,35,35,38,20,9,4,5,9,8,9,-0.5,30,"abitur","0"
"15TMR",1,3,3,4,4,1,3,4,4,3,1,4,4,4,4,1,4,3,3,4,1,2,3,3,2,1,2,3,3,3,1,1,4,4,2,1,4,3,4,4,1,4,3,3,3,1,0,4,3,4,0,3,3,3,4,2,3,1,4,2,2,2,4,1,4,3,2,1,0,1,1,2,1,2,0,0,0,1,1,1,0,1,0,1,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,13,37,38,49,43,6,1,5,1,1,4,0.5,19,"abitur","0"
"15UZS",1,0,1,4,4,1,4,4,4,4,1,2,3,1,3,4,3,1,3,4,1,2,2,2,4,1,0,3,2,2,1,3,3,3,3,3,3,2,2,3,1,1,2,1,1,4,1,4,4,3,2,2,4,3,4,2,3,4,1,4,2,4,4,1,3,4,2,1,1,3,3,2,3,2,0,0,3,2,1,0,1,1,2,2,1,1,1,2,1,2,2,1,1,0,3,1,0,0,1,0,3,1,23,27,33,40,43,9,5,5,5,15,10,-0.5,23,"bachelor","0"
"15WKG",1,2,2,2,1,1,1,3,3,2,0,0,1,2,3,3,3,1,3,3,1,1,1,1,2,2,1,4,1,2,1,2,2,3,2,2,2,4,1,3,1,2,1,3,1,3,1,2,1,2,0,2,2,3,3,1,1,3,1,1,0,2,3,2,2,3,1,2,0,2,2,1,1,2,1,2,2,0,1,1,0,1,0,2,0,1,0,1,0,0,1,0,0,2,1,0,0,0,1,0,0,0,18,20,26,29,28,4,7,6,2,5,3,-0.5,20,"abitur","0"
"16BVG",1,1,3,3,2,2,2,4,2,1,1,1,4,4,1,3,2,2,3,4,2,2,4,2,2,1,1,0,1,1,1,1,4,3,2,1,2,1,2,3,2,1,4,1,2,3,1,3,3,3,0,2,2,1,3,2,2,3,3,0,1,2,2,1,2,1,0,2,0,2,2,0,1,1,1,2,2,2,2,1,1,1,2,0,1,0,0,0,2,3,1,1,1,2,3,2,0,1,2,0,2,1,20,20,34,32,26,5,6,6,5,13,8,-0.5,25,"abitur","0"
"16HHM",3,2,3,4,0,3,4,4,3,0,4,4,4,3,1,3,3,1,4,2,3,1,2,3,1,4,2,4,2,0,4,4,4,4,3,4,4,4,4,4,2,3,4,0,0,4,2,4,4,2,3,2,4,4,0,4,2,4,4,0,2,4,3,4,2,1,3,0,1,2,3,0,3,0,3,2,3,3,1,0,3,0,3,2,3,0,3,1,3,3,3,0,3,0,3,2,1,0,3,0,3,3,45,35,42,46,16,14,5,0,16,18,13,0.5,19,"abitur","0"
"16HSR",4,0,4,4,1,4,2,2,0,1,3,3,3,4,3,4,0,3,1,3,4,0,3,1,1,4,0,1,1,0,4,0,4,2,1,3,2,3,1,4,4,1,3,3,3,4,3,2,4,2,4,0,2,3,2,4,0,2,1,4,0,4,1,4,1,1,3,1,1,3,2,3,3,2,0,3,1,3,3,2,1,0,0,3,3,0,0,3,3,2,3,3,1,0,3,3,2,3,1,1,1,1,50,12,32,30,26,17,9,11,4,10,15,0.5,18,"abitur","1"
"16IMG",2,2,3,3,3,3,3,2,3,3,2,3,2,4,4,2,2,3,3,3,2,2,1,3,3,2,1,3,2,2,2,1,1,3,4,3,3,2,3,3,1,3,1,3,3,2,1,2,3,3,3,3,2,3,3,3,1,2,3,2,1,1,3,2,3,3,2,0,0,2,1,1,2,2,1,1,0,2,2,2,1,1,0,1,1,0,0,1,0,2,1,1,2,1,1,0,1,1,1,1,0,2,29,28,24,41,39,9,5,6,5,2,8,0.5,23,"abitur","0"
"16LMT",2,3,1,3,4,2,4,3,4,3,0,3,3,3,4,3,3,3,2,4,1,1,1,2,3,2,3,4,4,1,1,2,3,4,4,1,3,2,2,3,0,3,2,1,1,1,1,3,4,3,0,3,4,3,3,3,3,3,1,4,4,1,4,2,3,4,1,2,0,0,1,2,0,1,0,0,1,1,1,0,2,1,0,2,1,1,0,0,1,1,0,1,0,0,1,1,1,0,3,1,0,1,18,35,32,42,41,4,0,5,5,4,8,-0.5,26,"master","4"
"16LSJ",2,1,2,4,2,2,1,3,2,3,3,1,4,3,3,3,2,3,4,4,2,1,3,3,2,3,1,3,2,2,3,1,3,2,4,2,2,2,3,3,2,1,4,2,3,3,2,3,3,3,2,2,3,3,1,3,1,3,3,3,2,2,2,3,1,2,3,1,0,2,2,2,3,2,1,0,1,2,2,1,1,1,0,2,2,0,0,1,1,1,3,0,1,0,1,1,0,0,1,2,1,2,33,17,36,40,35,13,3,4,4,6,10,0.5,22,"abitur","0"
"16MEF",1,3,1,4,3,2,3,1,4,2,1,4,1,4,3,1,3,3,4,4,1,1,2,4,3,1,3,1,4,1,1,2,4,4,3,1,4,3,4,4,1,3,0,3,3,1,3,3,4,3,2,3,3,1,3,1,2,3,4,1,2,3,3,1,3,3,1,0,0,1,1,1,1,0,0,0,0,0,1,0,2,2,0,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,2,1,0,0,15,37,25,52,36,3,2,1,5,1,1,0.5,23,"abitur","0"
"16MGM",2,3,1,3,3,1,2,4,3,2,1,4,0,1,3,1,4,1,2,4,2,2,3,1,3,1,1,0,3,1,3,1,2,3,3,3,4,3,1,3,3,4,4,1,3,1,3,3,3,3,1,3,4,2,3,3,1,1,3,3,0,2,3,1,4,1,2,2,0,1,2,3,1,2,1,0,0,2,0,0,1,2,0,1,1,1,0,0,1,2,1,2,1,0,1,1,1,0,1,3,1,2,23,36,26,29,37,6,1,7,4,5,11,0.5,19,"abitur","0"
"16SAA",3,1,2,4,4,3,3,4,3,3,3,4,3,4,3,2,4,4,4,4,3,0,3,2,3,1,2,2,3,3,3,1,4,3,3,2,3,3,4,4,2,3,3,2,4,2,0,4,4,3,1,2,4,3,4,4,0,3,4,3,1,4,4,3,3,3,1,0,0,1,2,2,2,0,0,0,1,2,1,2,0,0,0,2,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,32,26,39,48,45,5,1,2,0,3,8,0.5,19,"abitur","0"
"17ADA",1,3,2,3,3,1,3,4,3,3,3,3,3,3,3,1,4,4,3,3,3,2,1,2,4,2,2,3,3,2,2,2,3,3,3,1,3,4,3,2,2,3,2,2,3,1,3,4,4,3,2,3,3,1,2,3,2,4,3,3,2,2,3,2,3,2,2,2,1,1,2,2,3,1,1,1,1,2,1,1,1,1,1,2,3,1,1,1,1,2,3,2,1,1,1,1,1,1,1,0,1,2,24,36,37,39,37,13,4,8,6,7,11,0.5,21,"abitur","0"
"17BBR",1,2,3,4,3,2,3,2,2,3,3,2,3,3,2,3,3,3,3,3,1,3,1,2,2,3,3,3,3,2,1,2,3,3,3,1,3,4,3,3,2,1,3,1,3,2,0,3,4,3,3,3,3,2,3,3,3,3,3,1,3,1,3,2,2,1,1,1,1,1,3,1,1,0,1,1,1,1,2,1,1,1,0,1,0,1,1,1,2,1,1,1,1,1,2,0,1,1,2,1,1,0,27,30,34,38,34,6,4,5,7,9,4,-0.5,24,"abitur","2"
"17BGP",1,4,1,3,2,1,3,2,2,3,2,2,1,3,3,3,3,1,2,3,1,2,1,3,3,1,2,3,1,3,2,1,2,2,3,3,3,2,2,3,1,3,3,2,3,2,1,2,3,3,1,3,4,1,3,1,2,2,3,3,1,2,3,2,3,2,1,1,1,0,1,2,2,1,0,0,0,1,2,3,0,0,0,2,2,0,1,1,0,1,1,2,1,1,0,0,2,1,1,0,0,1,21,32,24,32,38,10,2,8,4,1,7,0.5,21,"abitur","0"
"17CKC",4,3,2,3,3,2,3,2,3,2,1,3,3,3,3,1,3,3,3,3,1,3,2,3,2,1,2,1,3,2,1,2,3,3,3,1,3,4,3,4,1,3,3,1,1,1,3,3,4,2,1,3,3,2,3,3,2,3,3,1,2,2,2,1,3,3,2,2,1,1,2,0,1,1,1,0,1,1,1,1,1,0,0,1,1,1,2,1,1,1,0,1,0,1,1,1,0,0,2,0,0,0,19,36,32,41,31,5,3,6,7,5,4,-0.5,24,"bachelor","0"
"17HAM",3,2,1,3,3,3,2,3,3,3,3,2,2,3,3,2,3,3,2,3,3,1,3,2,3,3,1,2,2,3,2,2,3,2,2,2,3,3,3,3,2,3,1,2,1,2,1,3,3,3,2,2,3,2,3,3,1,2,3,3,1,3,3,3,3,2,2,1,0,1,1,2,2,1,1,1,1,2,2,1,1,1,0,2,2,0,0,0,1,1,2,1,1,1,1,1,1,1,1,1,1,1,33,26,29,36,36,11,3,5,4,5,9,0.5,19,"abitur","0"
"17HBA",1,2,3,3,3,0,4,3,4,4,3,4,4,1,4,1,3,2,4,4,1,2,3,1,3,1,2,2,2,2,2,4,4,3,3,2,4,3,1,4,1,4,3,0,2,1,1,4,4,3,1,4,4,1,4,3,0,4,2,2,2,1,4,2,3,2,3,1,0,1,3,1,2,0,1,1,3,2,1,2,1,2,2,1,2,0,1,1,3,1,1,0,2,0,3,1,0,1,2,1,1,1,19,37,39,31,42,9,3,4,7,15,7,0.5,25,"abitur","2"
"17MAR",3,4,2,4,4,1,4,2,3,3,1,4,2,4,3,4,4,2,3,3,1,3,2,4,3,0,3,4,3,3,3,3,4,3,3,1,4,4,4,4,0,4,1,3,4,1,3,3,0,4,0,4,3,4,4,3,4,2,4,3,4,3,1,1,3,2,2,0,0,0,0,1,2,2,1,0,0,1,3,0,1,0,0,1,3,0,0,0,0,1,2,1,1,0,1,2,0,0,1,0,0,2,19,47,31,48,42,12,0,3,4,1,8,0.5,26,"master","3"
"17MRC",0,1,4,4,2,3,4,3,1,2,3,2,3,3,2,3,2,3,2,3,4,0,3,2,2,3,1,3,2,1,4,2,3,2,2,2,2,3,3,2,3,2,2,3,2,3,1,3,3,2,3,1,3,3,3,3,1,3,3,2,2,3,2,3,1,1,2,1,1,2,1,2,2,1,2,1,1,1,2,0,2,1,1,2,2,1,2,1,1,1,2,1,2,1,1,1,1,0,2,1,0,0,37,20,36,37,27,11,5,4,11,5,7,0.5,19,"abitur","0"
"17MSR",3,1,3,4,3,2,3,3,3,2,1,3,3,4,4,3,2,3,3,3,3,1,0,2,2,4,3,0,3,0,3,1,1,3,3,3,3,4,4,4,3,3,0,1,3,2,3,4,4,3,3,2,3,1,3,4,2,4,4,4,0,3,4,4,3,1,1,1,0,1,3,2,2,1,1,0,2,2,1,0,2,0,0,1,1,0,0,1,0,1,1,0,0,0,0,2,1,0,3,0,0,2,38,30,28,40,38,7,2,2,6,5,10,0.5,22,"abitur","0"
"17PPR",1,4,4,4,2,1,4,4,4,1,1,3,3,4,1,3,4,2,3,3,1,1,3,4,1,3,2,4,2,0,3,3,3,3,2,1,3,2,4,3,0,4,4,4,0,4,4,4,4,3,1,4,4,3,1,4,3,4,4,1,1,2,1,3,4,3,3,2,2,1,3,1,2,2,2,0,1,3,3,1,3,0,3,1,2,0,2,0,2,1,2,0,3,0,2,0,2,1,3,0,1,0,26,43,41,49,19,14,1,6,15,12,6,0.5,23,"abitur","0"
"17RSF",2,1,2,3,3,1,3,3,3,3,1,3,3,3,2,3,3,3,3,3,2,1,2,1,3,3,1,3,1,1,2,1,3,3,3,1,3,3,3,3,1,3,3,3,1,3,2,3,3,3,1,1,3,1,3,3,1,3,4,3,1,2,3,1,3,1,1,1,0,2,2,1,2,1,1,1,1,1,1,2,1,1,1,2,1,0,0,0,1,0,0,0,1,1,1,1,0,0,1,1,0,0,24,26,34,35,34,5,4,4,4,6,5,0.5,34,"abitur","0"
"17SAD",4,1,3,2,2,0,0,4,2,3,1,0,3,1,4,3,3,4,1,4,1,2,1,0,3,0,1,3,0,3,0,2,1,3,3,2,0,3,0,4,1,1,3,0,3,2,2,4,1,3,0,2,3,2,3,3,2,4,0,3,0,1,4,1,1,2,0,2,0,2,3,3,0,2,0,0,3,2,2,1,2,1,1,2,0,3,0,1,1,1,1,1,0,2,2,1,1,2,2,1,1,1,18,17,36,15,42,4,5,11,4,11,10,-0.5,21,"bachelor","0"
"17SHJ",3,1,2,3,1,3,3,4,4,1,2,2,3,3,2,3,1,1,3,2,4,2,3,1,2,1,3,0,3,1,4,0,4,2,1,2,1,4,3,1,2,3,3,3,1,4,0,4,4,0,2,1,3,3,2,2,0,3,3,1,0,3,3,3,1,3,2,1,1,3,2,1,3,2,1,1,1,1,2,1,2,0,0,0,2,0,0,1,0,0,3,2,1,1,0,0,1,1,2,0,0,0,35,18,34,41,18,13,6,7,7,3,2,0.5,20,"abitur","0"
"17SIJ",3,3,3,4,2,2,3,4,2,1,4,4,1,4,3,2,3,4,3,3,4,3,2,3,1,3,2,0,1,0,2,0,4,3,3,4,4,4,3,2,3,2,3,1,3,3,2,2,2,3,3,3,3,2,2,3,3,2,1,2,0,2,3,0,3,3,3,1,1,1,2,2,3,2,2,2,1,2,2,2,3,0,1,1,3,1,0,0,1,1,3,2,3,0,0,0,0,0,3,3,1,1,36,35,32,34,28,14,3,8,12,6,7,0.5,19,"abitur","0"
"17SSG",4,1,3,4,3,4,2,3,4,4,4,0,0,4,4,3,0,3,4,4,4,0,3,0,2,4,0,2,1,3,2,0,4,4,3,1,0,4,4,4,2,0,0,2,4,4,4,1,4,4,0,2,1,4,3,2,0,0,1,3,0,3,3,4,0,4,0,2,0,3,2,2,3,0,0,3,2,3,1,0,2,2,0,2,0,0,0,1,0,1,3,0,0,3,2,0,0,0,2,2,0,0,38,9,24,43,44,7,10,2,4,6,8,0.5,23,"bachelor","0"
"17ZMP",1,4,2,3,3,2,3,3,4,2,1,4,1,4,4,0,3,1,4,4,2,1,1,4,2,0,4,2,4,1,1,2,4,4,3,1,4,2,4,4,2,4,1,3,3,1,0,2,4,3,1,3,3,3,3,3,3,3,4,2,2,2,2,3,4,3,2,0,0,0,1,0,1,1,0,1,0,0,0,0,1,1,0,1,1,0,1,0,1,1,0,1,1,1,1,0,0,0,1,1,0,0,18,39,25,52,36,4,2,2,4,3,2,0.5,26,"bachelor","2"
"17ÖCP",4,2,2,4,3,3,3,4,3,2,2,2,4,3,1,2,3,3,3,3,4,0,3,0,3,2,2,3,0,2,3,1,3,2,3,3,2,3,2,3,3,0,3,3,3,2,3,4,3,2,3,3,4,2,3,3,1,4,3,3,0,3,3,3,2,1,2,2,0,2,2,1,3,1,1,0,2,1,2,1,2,3,1,2,2,0,0,1,2,2,3,0,1,0,1,0,0,0,2,2,0,1,37,24,40,32,34,12,3,4,6,8,7,0.5,20,"abitur","0"
"18ARL",2,1,3,4,2,3,3,4,3,4,2,3,3,4,3,3,3,3,3,3,1,2,3,1,3,2,0,1,1,3,1,4,1,3,3,3,2,4,2,3,1,1,3,1,3,3,3,3,3,3,1,4,4,3,3,3,0,4,3,2,1,3,2,2,2,2,0,1,1,1,2,1,2,1,1,0,3,1,1,1,2,2,2,3,0,0,1,1,2,1,1,1,1,1,1,0,0,0,1,1,2,1,27,28,36,37,37,4,3,4,7,12,7,0.5,18,"abitur","0"
"18BMC",3,2,3,4,3,3,3,3,3,3,1,1,4,3,3,3,3,3,3,2,3,1,3,3,3,2,1,1,3,1,3,1,3,3,2,3,3,4,2,3,3,1,3,3,1,1,0,3,3,3,3,4,3,3,3,4,1,3,3,3,1,3,3,3,3,3,1,0,2,1,2,1,3,1,1,1,2,1,0,1,3,0,1,1,3,0,1,1,1,1,2,2,2,1,1,0,0,0,2,0,0,1,35,24,36,43,33,9,4,4,11,7,5,0.5,20,"abitur","0"
"18BRA",2,4,1,3,3,3,2,3,3,2,2,2,3,2,4,2,4,2,4,2,2,3,3,2,2,2,4,3,1,0,2,0,0,3,2,2,3,2,3,4,4,2,3,2,1,3,2,1,3,2,3,2,2,2,4,2,4,2,2,1,0,3,2,3,2,1,1,1,1,0,1,1,2,2,2,2,1,1,3,3,2,1,0,1,1,1,0,0,0,1,2,2,2,1,1,0,2,1,2,0,0,0,32,34,25,34,29,11,3,10,9,3,4,0.5,20,"abitur","0"
"18HIH",4,2,1,4,3,1,3,3,4,3,0,2,3,4,3,3,3,3,4,4,2,1,3,1,0,0,4,1,3,1,4,1,4,4,2,0,2,4,4,4,1,0,3,2,4,3,1,2,4,4,3,1,4,3,3,1,3,2,4,1,3,1,3,0,1,3,1,1,0,1,2,0,3,2,0,2,0,0,2,2,1,1,0,0,0,1,0,0,0,0,3,0,0,2,0,0,0,0,2,0,0,1,22,24,33,48,35,9,5,6,3,2,1,-0.5,25,"master","5"
